xmin=-15,xmax=15
ymin=-22.5,ymax=22.5
zmin=-12.5,zmax=12.5
4.4, -15.07, -10.268
4.51, -15.07, -10.317
4.620001, -15.07, -10.371
4.73, -15.07, -10.428
4.84, -15.07, -10.492
4.950001, -15.07, -10.558
5.059999, -15.07, -10.61
5.17, -15.07, -10.689
5.280001, -15.07, -10.708
5.389999, -15.07, -10.771
5.5, -15.07, -10.843
5.610001, -15.07, -10.897
5.719999, -15.07, -10.935
5.83, -15.07, -10.985
5.940001, -15.07, -11.048
6.049999, -15.07, -11.112
6.16, -15.07, -11.172
6.27, -15.07, -11.216
6.380001, -15.07, -11.297
6.49, -15.07, -11.337
6.6, -15.07, -11.407
6.710001, -15.07, -11.465
6.82, -15.07, -11.512
6.93, -15.07, -11.568
7.040001, -15.07, -11.636
7.15, -15.07, -11.702
7.26, -15.07, -11.747
7.370001, -15.07, -11.798
7.48, -15.07, -11.869
7.59, -15.07, -11.932
7.700001, -15.07, -11.985
7.809999, -15.07, -12.043
7.92, -15.07, -12.112
8.030001, -15.07, -12.18
8.139999, -15.07, -12.241
8.25, -15.07, -12.292
8.360001, -15.07, -12.343
8.469999, -15.07, -12.413
8.58, -15.07, -12.463
-12.76, -14.96, -2.245
-12.65, -14.96, -2.277
-12.54, -14.96, -2.332
-12.43, -14.96, -2.419
-12.32, -14.96, -2.47
-12.21, -14.96, -2.522
-12.1, -14.96, -2.571
-11.99, -14.96, -2.597
-11.88, -14.96, -2.632
-11.77, -14.96, -2.69
-11.66, -14.96, -2.749
-11.55, -14.96, -2.804
-11.44, -14.96, -2.836
-11.33, -14.96, -2.907
-11.22, -14.96, -2.946
-11.11, -14.96, -2.978
-11, -14.96, -3.055
-10.89, -14.96, -3.072
-10.78, -14.96, -3.067
-10.67, -14.96, -3.146
-10.56, -14.96, -3.206
-10.01, -14.96, -3.418
-9.9, -14.96, -3.472
-9.79, -14.96, -3.494
-9.68, -14.96, -3.585
-9.57, -14.96, -3.695
-9.459999, -14.96, -3.651
-9.35, -14.96, -3.722
-8.91, -14.96, -3.913
-8.799999, -14.96, -3.965
-8.69, -14.96, -4.015
-8.58, -14.96, -4.062
-8.469999, -14.96, -4.111
-8.36, -14.96, -4.139
-8.25, -14.96, -4.186
-8.139999, -14.96, -4.253
-8.03, -14.96, -4.276
-7.92, -14.96, -4.346
-7.81, -14.96, -4.399
-7.7, -14.96, -4.448
-7.59, -14.96, -4.495
-7.48, -14.96, -4.565
-7.37, -14.96, -4.604
-7.26, -14.96, -4.633
-7.15, -14.96, -4.681
-7.04, -14.96, -4.71
-6.929999, -14.96, -4.768
-6.82, -14.96, -4.84
-6.71, -14.96, -4.899
-6.599999, -14.96, -4.974
-6.49, -14.96, -5.008
-6.38, -14.96, -5.035
-6.27, -14.96, -5.083
-6.16, -14.96, -5.136
-6.05, -14.96, -5.207
-5.94, -14.96, -5.261
-5.61, -14.96, -5.406
-5.5, -14.96, -5.441
-5.389999, -14.96, -5.49
-5.28, -14.96, -5.544
-5.17, -14.96, -5.576
-5.059999, -14.96, -5.625
-4.95, -14.96, -5.673
-4.84, -14.96, -5.71
-4.73, -14.96, -5.812
-4.62, -14.96, -5.865
-4.51, -14.96, -5.917
-4.4, -14.96, -5.955
-4.29, -14.96, -6.003
-4.179999, -14.96, -6.044
-4.07, -14.96, -6.104
-3.96, -14.96, -6.166
-3.849999, -14.96, -6.217
-3.74, -14.96, -6.277
-3.63, -14.96, -6.336
-3.52, -14.96, -6.396
-3.41, -14.96, -6.425
-3.3, -14.96, -6.479
-3.19, -14.96, -6.513
-3.08, -14.96, -6.585001
-2.969999, -14.96, -6.635
-2.86, -14.96, -6.692
-2.75, -14.96, -6.729
-2.639999, -14.96, -6.782001
-2.53, -14.96, -6.827
-2.42, -14.96, -6.871
-2.309999, -14.96, -6.915
-2.2, -14.96, -6.969
-2.09, -14.96, -7.035
-1.98, -14.96, -7.095
-1.87, -14.96, -7.142
-1.76, -14.96, -7.195
-1.65, -14.96, -7.257
-1.54, -14.96, -7.314
-1.429999, -14.96, -7.339
-1.32, -14.96, -7.387001
-1.21, -14.96, -7.453001
-1.099999, -14.96, -7.534
-0.9899998, -14.96, -7.578001
-0.8800001, -14.96, -7.632
-0.7699995, -14.96, -7.682
-0.6599998, -14.96, -7.734
-0.5500002, -14.96, -7.796
-0.4399996, -14.96, -7.841001
-0.3299999, -14.96, -7.900001
-0.2199993, -14.96, -7.936
-0.1099997, -14.96, -7.977
0, -14.96, -8.041
0.1100006, -14.96, -8.112
0.2200003, -14.96, -8.172
0.3299999, -14.96, -8.222
0.4400005, -14.96, -8.275001
0.5500002, -14.96, -8.325001
0.6599998, -14.96, -8.370001
0.7700005, -14.96, -8.427
0.8800001, -14.96, -8.497001
0.9899998, -14.96, -8.561001
1.1, -14.96, -8.612
1.210001, -14.96, -8.666
1.32, -14.96, -8.709001
1.43, -14.96, -8.755
1.540001, -14.96, -8.819
1.65, -14.96, -8.894
1.76, -14.96, -8.939
1.870001, -14.96, -8.981001
1.98, -14.96, -9.034
2.09, -14.96, -9.079
2.200001, -14.96, -9.131001
2.309999, -14.96, -9.192
2.42, -14.96, -9.251
2.530001, -14.96, -9.304001
2.639999, -14.96, -9.384001
2.75, -14.96, -9.446
2.860001, -14.96, -9.492001
2.969999, -14.96, -9.534
3.08, -14.96, -9.584001
3.190001, -14.96, -9.634001
3.300001, -14.96, -9.693001
3.41, -14.96, -9.766001
3.52, -14.96, -9.830001
3.630001, -14.96, -9.875
3.74, -14.96, -9.93
3.85, -14.96, -9.997001
3.960001, -14.96, -10.049
4.07, -14.96, -10.1
4.18, -14.96, -10.154
4.290001, -14.96, -10.21
4.4, -14.96, -10.251
4.51, -14.96, -10.308
4.620001, -14.96, -10.366
4.73, -14.96, -10.424
4.84, -14.96, -10.484
4.950001, -14.96, -10.536
5.059999, -14.96, -10.599
5.17, -14.96, -10.656
5.280001, -14.96, -10.701
5.389999, -14.96, -10.775
5.5, -14.96, -10.836
5.610001, -14.96, -10.883
5.719999, -14.96, -10.92
5.83, -14.96, -10.981
5.940001, -14.96, -11.048
6.049999, -14.96, -11.102
6.16, -14.96, -11.157
6.27, -14.96, -11.205
6.380001, -14.96, -11.301
6.49, -14.96, -11.345
6.6, -14.96, -11.398
6.710001, -14.96, -11.451
6.82, -14.96, -11.515
6.93, -14.96, -11.582
7.040001, -14.96, -11.638
7.15, -14.96, -11.693
7.26, -14.96, -11.763
7.370001, -14.96, -11.803
7.48, -14.96, -11.889
7.59, -14.96, -11.93
7.700001, -14.96, -12.014
7.809999, -14.96, -12.051
7.92, -14.96, -12.09
8.030001, -14.96, -12.159
8.139999, -14.96, -12.229
8.25, -14.96, -12.262
8.360001, -14.96, -12.318
8.469999, -14.96, -12.4
8.58, -14.96, -12.468
-12.65, -14.85, -2.291
-12.54, -14.85, -2.335
-12.43, -14.85, -2.406
-11.99, -14.85, -2.59
-11.88, -14.85, -2.636
-11.77, -14.85, -2.694
-11.66, -14.85, -2.726
-11.55, -14.85, -2.785
-11.44, -14.85, -2.815
-11.33, -14.85, -2.865
-11.22, -14.85, -2.921
-11.11, -14.85, -2.968
-11, -14.85, -3.005
-10.89, -14.85, -3.054
-10.78, -14.85, -3.08
-10.67, -14.85, -3.13
-10.56, -14.85, -3.197
-10.01, -14.85, -3.431
-9.9, -14.85, -3.506
-9.79, -14.85, -3.531
-9.68, -14.85, -3.585
-9.57, -14.85, -3.616
-9.459999, -14.85, -3.671
-9.35, -14.85, -3.742
-9.24, -14.85, -3.769
-9.129999, -14.85, -3.813
-9.02, -14.85, -3.846
-8.91, -14.85, -3.905
-8.799999, -14.85, -3.954
-8.69, -14.85, -4.016
-8.58, -14.85, -4.064
-8.139999, -14.85, -4.26
-8.03, -14.85, -4.319
-7.92, -14.85, -4.362
-7.81, -14.85, -4.398
-7.7, -14.85, -4.444
-7.59, -14.85, -4.495
-7.48, -14.85, -4.547
-7.37, -14.85, -4.597
-7.26, -14.85, -4.648
-7.15, -14.85, -4.695
-7.04, -14.85, -4.723
-6.929999, -14.85, -4.779
-6.82, -14.85, -4.843
-6.71, -14.85, -4.889
-6.599999, -14.85, -4.923
-6.49, -14.85, -4.992
-6.38, -14.85, -5.037
-6.27, -14.85, -5.078
-6.16, -14.85, -5.131
-6.05, -14.85, -5.217
-5.94, -14.85, -5.259
-5.61, -14.85, -5.383
-5.5, -14.85, -5.422
-5.389999, -14.85, -5.478
-5.28, -14.85, -5.537
-5.17, -14.85, -5.571
-5.059999, -14.85, -5.618
-4.95, -14.85, -5.668
-4.84, -14.85, -5.719
-4.73, -14.85, -5.804
-4.62, -14.85, -5.856
-4.51, -14.85, -5.927
-4.4, -14.85, -5.956
-4.29, -14.85, -6.014
-4.179999, -14.85, -6.058
-4.07, -14.85, -6.105
-3.96, -14.85, -6.152
-3.849999, -14.85, -6.183
-3.74, -14.85, -6.263
-3.63, -14.85, -6.325
-3.52, -14.85, -6.378
-3.41, -14.85, -6.43
-3.3, -14.85, -6.461
-3.19, -14.85, -6.521
-3.08, -14.85, -6.567
-2.969999, -14.85, -6.645
-2.86, -14.85, -6.681
-2.75, -14.85, -6.726
-2.639999, -14.85, -6.772
-2.53, -14.85, -6.821
-2.42, -14.85, -6.882
-2.309999, -14.85, -6.925
-2.2, -14.85, -6.963
-2.09, -14.85, -7.024
-1.98, -14.85, -7.088
-1.87, -14.85, -7.144001
-1.76, -14.85, -7.199
-1.65, -14.85, -7.255
-1.54, -14.85, -7.315001
-1.429999, -14.85, -7.338
-1.32, -14.85, -7.385
-1.21, -14.85, -7.437
-1.099999, -14.85, -7.514
-0.9899998, -14.85, -7.561
-0.8800001, -14.85, -7.614
-0.7699995, -14.85, -7.672
-0.6599998, -14.85, -7.731
-0.5500002, -14.85, -7.777
-0.4399996, -14.85, -7.81
-0.3299999, -14.85, -7.87
-0.2199993, -14.85, -7.942
-0.1099997, -14.85, -8.007
0, -14.85, -8.062
0.1100006, -14.85, -8.111
0.2200003, -14.85, -8.159
0.3299999, -14.85, -8.212001
0.4400005, -14.85, -8.264
0.5500002, -14.85, -8.320001
0.6599998, -14.85, -8.374001
0.7700005, -14.85, -8.429001
0.8800001, -14.85, -8.503
0.9899998, -14.85, -8.55
1.1, -14.85, -8.607
1.210001, -14.85, -8.656
1.32, -14.85, -8.721001
1.43, -14.85, -8.762
1.540001, -14.85, -8.824
1.65, -14.85, -8.889001
1.76, -14.85, -8.93
1.870001, -14.85, -8.98
1.98, -14.85, -9.039001
2.09, -14.85, -9.086
2.200001, -14.85, -9.137
2.309999, -14.85, -9.184
2.42, -14.85, -9.254001
2.530001, -14.85, -9.292001
2.639999, -14.85, -9.348001
2.75, -14.85, -9.431001
2.860001, -14.85, -9.481001
2.969999, -14.85, -9.532001
3.08, -14.85, -9.584001
3.190001, -14.85, -9.624001
3.300001, -14.85, -9.68
3.41, -14.85, -9.756001
3.52, -14.85, -9.824
3.630001, -14.85, -9.877001
3.74, -14.85, -9.934
3.85, -14.85, -9.996
3.960001, -14.85, -10.036
4.07, -14.85, -10.097
4.18, -14.85, -10.153
4.290001, -14.85, -10.204
4.4, -14.85, -10.243
4.51, -14.85, -10.305
4.620001, -14.85, -10.357
4.73, -14.85, -10.414
4.84, -14.85, -10.489
4.950001, -14.85, -10.532
5.059999, -14.85, -10.568
5.17, -14.85, -10.65
5.280001, -14.85, -10.704
5.389999, -14.85, -10.76
5.5, -14.85, -10.814
5.610001, -14.85, -10.866
5.719999, -14.85, -10.929
5.83, -14.85, -10.99
5.940001, -14.85, -11.046
6.049999, -14.85, -11.111
6.16, -14.85, -11.173
6.27, -14.85, -11.227
6.380001, -14.85, -11.284
6.49, -14.85, -11.353
6.6, -14.85, -11.402
6.710001, -14.85, -11.452
6.82, -14.85, -11.517
6.93, -14.85, -11.582
7.040001, -14.85, -11.634
7.15, -14.85, -11.689
7.26, -14.85, -11.751
7.370001, -14.85, -11.806
7.48, -14.85, -11.863
7.59, -14.85, -11.925
7.700001, -14.85, -11.995
7.809999, -14.85, -12.046
7.92, -14.85, -12.091
8.030001, -14.85, -12.148
8.139999, -14.85, -12.208
8.25, -14.85, -12.265
8.360001, -14.85, -12.322
8.469999, -14.85, -12.392
8.58, -14.85, -12.463
-12.65, -14.74, -2.291
-12.54, -14.74, -2.348
-12.43, -14.74, -2.391
-11.99, -14.74, -2.58
-11.88, -14.74, -2.643
-11.77, -14.74, -2.685
-11.66, -14.74, -2.7
-11.55, -14.74, -2.754
-11.44, -14.74, -2.801
-11.33, -14.74, -2.835
-11.22, -14.74, -2.894
-11.11, -14.74, -2.96
-11, -14.74, -3.011
-10.89, -14.74, -3.089
-10.78, -14.74, -3.108
-10.67, -14.74, -3.143
-10.56, -14.74, -3.196
-10.01, -14.74, -3.407
-9.9, -14.74, -3.48
-9.79, -14.74, -3.537
-9.68, -14.74, -3.565
-9.57, -14.74, -3.606
-9.459999, -14.74, -3.636
-9.35, -14.74, -3.702
-9.24, -14.74, -3.761
-9.129999, -14.74, -3.798
-9.02, -14.74, -3.841
-8.91, -14.74, -3.887
-8.799999, -14.74, -3.948
-8.69, -14.74, -4.007
-8.58, -14.74, -4.052
-8.139999, -14.74, -4.24
-8.03, -14.74, -4.312
-7.92, -14.74, -4.372
-7.81, -14.74, -4.384
-7.7, -14.74, -4.417
-7.59, -14.74, -4.486
-7.48, -14.74, -4.539
-7.37, -14.74, -4.58
-6.929999, -14.74, -4.793
-6.82, -14.74, -4.833
-6.71, -14.74, -4.873
-6.599999, -14.74, -4.924
-6.49, -14.74, -4.991
-6.38, -14.74, -5.029
-6.27, -14.74, -5.075
-6.16, -14.74, -5.131
-6.05, -14.74, -5.188
-5.719999, -14.74, -5.324
-5.61, -14.74, -5.366
-5.5, -14.74, -5.424
-5.389999, -14.74, -5.479
-5.28, -14.74, -5.523
-5.17, -14.74, -5.571
-5.059999, -14.74, -5.629
-4.95, -14.74, -5.683
-4.84, -14.74, -5.736
-4.73, -14.74, -5.79
-4.62, -14.74, -5.844
-4.51, -14.74, -5.913
-4.4, -14.74, -5.961
-4.29, -14.74, -6.01
-4.179999, -14.74, -6.052001
-4.07, -14.74, -6.089
-3.96, -14.74, -6.131001
-3.849999, -14.74, -6.176
-3.74, -14.74, -6.257
-3.63, -14.74, -6.303
-3.52, -14.74, -6.37
-3.41, -14.74, -6.409
-3.3, -14.74, -6.458
-3.19, -14.74, -6.517
-3.08, -14.74, -6.579
-2.969999, -14.74, -6.638
-2.86, -14.74, -6.674
-2.75, -14.74, -6.732
-2.639999, -14.74, -6.781
-2.53, -14.74, -6.824
-2.42, -14.74, -6.878
-2.309999, -14.74, -6.935
-2.2, -14.74, -6.976
-2.09, -14.74, -7.024
-1.98, -14.74, -7.09
-1.87, -14.74, -7.145
-1.76, -14.74, -7.194
-1.65, -14.74, -7.245
-1.54, -14.74, -7.301
-1.429999, -14.74, -7.349
-1.32, -14.74, -7.400001
-1.21, -14.74, -7.458
-1.099999, -14.74, -7.507
-0.9899998, -14.74, -7.556
-0.8800001, -14.74, -7.61
-0.7699995, -14.74, -7.670001
-0.6599998, -14.74, -7.714
-0.5500002, -14.74, -7.769001
-0.4399996, -14.74, -7.814001
-0.3299999, -14.74, -7.879
-0.2199993, -14.74, -7.939001
-0.1099997, -14.74, -7.99
0, -14.74, -8.042001
0.1100006, -14.74, -8.091001
0.2200003, -14.74, -8.144
0.3299999, -14.74, -8.204
0.4400005, -14.74, -8.259001
0.5500002, -14.74, -8.321
0.6599998, -14.74, -8.382
0.7700005, -14.74, -8.423
0.8800001, -14.74, -8.483001
0.9899998, -14.74, -8.528001
1.1, -14.74, -8.599
1.210001, -14.74, -8.658
1.32, -14.74, -8.72
1.43, -14.74, -8.766001
1.540001, -14.74, -8.814
1.65, -14.74, -8.866
1.76, -14.74, -8.910001
1.870001, -14.74, -8.966001
1.98, -14.74, -9.033
2.09, -14.74, -9.087001
2.200001, -14.74, -9.141001
2.309999, -14.74, -9.186001
2.42, -14.74, -9.243
2.530001, -14.74, -9.297001
2.639999, -14.74, -9.35
2.75, -14.74, -9.42
2.860001, -14.74, -9.476001
2.969999, -14.74, -9.515
3.08, -14.74, -9.574
3.190001, -14.74, -9.616
3.300001, -14.74, -9.668
3.41, -14.74, -9.745001
3.52, -14.74, -9.808001
3.630001, -14.74, -9.846001
3.74, -14.74, -9.904
3.85, -14.74, -9.984
3.960001, -14.74, -10.046
4.07, -14.74, -10.085
4.18, -14.74, -10.15
4.290001, -14.74, -10.2
4.4, -14.74, -10.245
4.51, -14.74, -10.31
4.620001, -14.74, -10.362
4.73, -14.74, -10.416
4.84, -14.74, -10.481
4.950001, -14.74, -10.527
5.059999, -14.74, -10.573
5.17, -14.74, -10.642
5.280001, -14.74, -10.707
5.389999, -14.74, -10.751
5.5, -14.74, -10.813
5.610001, -14.74, -10.887
5.719999, -14.74, -10.947
5.83, -14.74, -10.99
5.940001, -14.74, -11.05
6.049999, -14.74, -11.117
6.16, -14.74, -11.154
6.27, -14.74, -11.204
6.380001, -14.74, -11.258
6.49, -14.74, -11.311
6.6, -14.74, -11.407
6.710001, -14.74, -11.453
6.82, -14.74, -11.513
6.93, -14.74, -11.574
7.040001, -14.74, -11.632
7.15, -14.74, -11.689
7.26, -14.74, -11.74
7.370001, -14.74, -11.8
7.48, -14.74, -11.85
7.59, -14.74, -11.922
7.700001, -14.74, -11.979
7.809999, -14.74, -12.038
7.92, -14.74, -12.089
8.030001, -14.74, -12.141
8.139999, -14.74, -12.204
8.25, -14.74, -12.272
8.360001, -14.74, -12.331
8.469999, -14.74, -12.416
8.58, -14.74, -12.475
-12.54, -14.63, -2.341
-11.99, -14.63, -2.57
-11.88, -14.63, -2.638
-11.77, -14.63, -2.673
-11.66, -14.63, -2.707
-11.55, -14.63, -2.747
-11.44, -14.63, -2.818
-11.33, -14.63, -2.827
-11.22, -14.63, -2.88
-11.11, -14.63, -2.949
-11, -14.63, -3.008
-10.89, -14.63, -3.032
-10.78, -14.63, -3.084
-10.67, -14.63, -3.125
-10.56, -14.63, -3.209
-10.45, -14.63, -3.235
-10.34, -14.63, -3.259
-10.23, -14.63, -3.3
-9.9, -14.63, -3.452
-9.79, -14.63, -3.478
-9.68, -14.63, -3.531
-9.57, -14.63, -3.593
-9.459999, -14.63, -3.612
-9.35, -14.63, -3.719
-9.24, -14.63, -3.753
-9.129999, -14.63, -3.794
-9.02, -14.63, -3.847
-8.91, -14.63, -3.89
-8.799999, -14.63, -3.954
-8.69, -14.63, -3.985
-8.58, -14.63, -4.029
-8.469999, -14.63, -4.088
-8.36, -14.63, -4.135
-8.25, -14.63, -4.17
-8.139999, -14.63, -4.219
-8.03, -14.63, -4.293
-7.92, -14.63, -4.351
-7.81, -14.63, -4.361
-7.7, -14.63, -4.393
-7.59, -14.63, -4.468
-7.48, -14.63, -4.536
-7.37, -14.63, -4.575
-6.929999, -14.63, -4.798
-6.82, -14.63, -4.828
-6.71, -14.63, -4.875
-6.599999, -14.63, -4.96
-6.49, -14.63, -5.002
-6.38, -14.63, -5.027
-6.27, -14.63, -5.075
-6.16, -14.63, -5.103
-6.05, -14.63, -5.165
-5.5, -14.63, -5.45
-5.389999, -14.63, -5.487
-5.28, -14.63, -5.505
-5.17, -14.63, -5.564
-5.059999, -14.63, -5.642
-4.95, -14.63, -5.694
-4.84, -14.63, -5.737
-4.73, -14.63, -5.785
-4.62, -14.63, -5.84
-4.51, -14.63, -5.901
-4.4, -14.63, -5.966
-4.29, -14.63, -6.001
-4.179999, -14.63, -6.042
-4.07, -14.63, -6.077
-3.96, -14.63, -6.142
-3.849999, -14.63, -6.210001
-3.74, -14.63, -6.247
-3.63, -14.63, -6.293
-3.52, -14.63, -6.349
-3.41, -14.63, -6.409
-3.3, -14.63, -6.461
-3.19, -14.63, -6.516
-3.08, -14.63, -6.56
-2.969999, -14.63, -6.616
-2.86, -14.63, -6.663
-2.75, -14.63, -6.716001
-2.639999, -14.63, -6.781
-2.53, -14.63, -6.828001
-2.42, -14.63, -6.869
-2.309999, -14.63, -6.925
-2.2, -14.63, -6.971
-2.09, -14.63, -7.02
-1.98, -14.63, -7.078001
-1.87, -14.63, -7.127
-1.76, -14.63, -7.184
-1.65, -14.63, -7.232
-1.54, -14.63, -7.282001
-1.429999, -14.63, -7.344
-1.32, -14.63, -7.398
-1.21, -14.63, -7.461
-1.099999, -14.63, -7.495
-0.9899998, -14.63, -7.556
-0.8800001, -14.63, -7.62
-0.7699995, -14.63, -7.671
-0.6599998, -14.63, -7.725
-0.5500002, -14.63, -7.772
-0.4399996, -14.63, -7.828001
-0.3299999, -14.63, -7.885
-0.2199993, -14.63, -7.933001
-0.1099997, -14.63, -7.987
0, -14.63, -8.046
0.1100006, -14.63, -8.093
0.2200003, -14.63, -8.143001
0.3299999, -14.63, -8.196
0.4400005, -14.63, -8.242001
0.5500002, -14.63, -8.312
0.6599998, -14.63, -8.372001
0.7700005, -14.63, -8.406
0.8800001, -14.63, -8.46
0.9899998, -14.63, -8.513
1.1, -14.63, -8.587001
1.210001, -14.63, -8.658
1.32, -14.63, -8.699
1.43, -14.63, -8.754001
1.540001, -14.63, -8.804001
1.65, -14.63, -8.85
1.76, -14.63, -8.894
1.870001, -14.63, -8.956
1.98, -14.63, -9.022
2.09, -14.63, -9.074
2.200001, -14.63, -9.128
2.309999, -14.63, -9.178
2.42, -14.63, -9.236
2.530001, -14.63, -9.299001
2.639999, -14.63, -9.342
2.75, -14.63, -9.413
2.860001, -14.63, -9.458
2.969999, -14.63, -9.518001
3.08, -14.63, -9.570001
3.190001, -14.63, -9.618
3.300001, -14.63, -9.673
3.41, -14.63, -9.739
3.52, -14.63, -9.804001
3.630001, -14.63, -9.85
3.74, -14.63, -9.907001
3.85, -14.63, -9.973001
3.960001, -14.63, -10.051
4.07, -14.63, -10.086
4.18, -14.63, -10.13
4.290001, -14.63, -10.177
4.4, -14.63, -10.247
4.51, -14.63, -10.316
4.620001, -14.63, -10.374
4.73, -14.63, -10.421
4.84, -14.63, -10.464
4.950001, -14.63, -10.521
5.059999, -14.63, -10.588
5.17, -14.63, -10.632
5.280001, -14.63, -10.71
5.389999, -14.63, -10.764
5.5, -14.63, -10.828
5.610001, -14.63, -10.884
5.719999, -14.63, -10.937
5.83, -14.63, -10.986
5.940001, -14.63, -11.044
6.049999, -14.63, -11.11
6.16, -14.63, -11.165
6.27, -14.63, -11.219
6.380001, -14.63, -11.293
6.49, -14.63, -11.303
6.6, -14.63, -11.404
6.710001, -14.63, -11.485
6.82, -14.63, -11.52
6.93, -14.63, -11.565
7.040001, -14.63, -11.615
7.15, -14.63, -11.67
7.26, -14.63, -11.748
7.370001, -14.63, -11.791
7.48, -14.63, -11.865
7.59, -14.63, -11.924
7.700001, -14.63, -11.975
7.809999, -14.63, -12.03
7.92, -14.63, -12.083
8.030001, -14.63, -12.14
8.139999, -14.63, -12.208
8.25, -14.63, -12.275
8.360001, -14.63, -12.32
8.469999, -14.63, -12.398
8.58, -14.63, -12.472
-12.21, -14.52, -2.489
-11.88, -14.52, -2.623
-11.77, -14.52, -2.672
-11.66, -14.52, -2.72
-11.55, -14.52, -2.734
-11.44, -14.52, -2.806
-11.33, -14.52, -2.841
-11.22, -14.52, -2.897
-11.11, -14.52, -2.943
-11, -14.52, -3.005
-10.89, -14.52, -3.009
-10.78, -14.52, -3.059
-10.67, -14.52, -3.113
-10.56, -14.52, -3.193
-10.45, -14.52, -3.226
-10.34, -14.52, -3.272
-10.23, -14.52, -3.304
-9.9, -14.52, -3.428
-9.79, -14.52, -3.476
-9.68, -14.52, -3.542
-9.57, -14.52, -3.598
-9.459999, -14.52, -3.674
-9.35, -14.52, -3.709
-9.24, -14.52, -3.754
-9.129999, -14.52, -3.791
-9.02, -14.52, -3.847
-8.91, -14.52, -3.903
-8.799999, -14.52, -3.952
-8.69, -14.52, -3.978
-8.58, -14.52, -4.019
-8.469999, -14.52, -4.106
-8.36, -14.52, -4.143
-8.25, -14.52, -4.183
-8.139999, -14.52, -4.228
-8.03, -14.52, -4.279
-7.92, -14.52, -4.31
-7.81, -14.52, -4.363
-7.7, -14.52, -4.399
-7.59, -14.52, -4.468
-7.48, -14.52, -4.535
-7.37, -14.52, -4.575
-7.26, -14.52, -4.634
-7.15, -14.52, -4.685
-7.04, -14.52, -4.732
-6.929999, -14.52, -4.789
-6.82, -14.52, -4.823
-6.71, -14.52, -4.865
-6.599999, -14.52, -4.951
-6.49, -14.52, -5.009
-6.38, -14.52, -5.035
-6.27, -14.52, -5.071
-6.16, -14.52, -5.13
-6.05, -14.52, -5.199
-5.5, -14.52, -5.439
-5.389999, -14.52, -5.482
-5.28, -14.52, -5.529
-5.17, -14.52, -5.576
-5.059999, -14.52, -5.629
-4.95, -14.52, -5.683
-4.84, -14.52, -5.732
-4.73, -14.52, -5.798
-4.62, -14.52, -5.853
-4.51, -14.52, -5.912
-4.4, -14.52, -5.963
-4.29, -14.52, -5.992
-4.179999, -14.52, -6.036
-4.07, -14.52, -6.079
-3.96, -14.52, -6.15
-3.849999, -14.52, -6.209
-3.74, -14.52, -6.244
-3.63, -14.52, -6.291
-3.52, -14.52, -6.338
-3.41, -14.52, -6.387
-3.3, -14.52, -6.459
-3.19, -14.52, -6.503
-3.08, -14.52, -6.551
-2.969999, -14.52, -6.596
-2.86, -14.52, -6.62
-2.75, -14.52, -6.701
-2.639999, -14.52, -6.767
-2.53, -14.52, -6.817
-2.42, -14.52, -6.867
-2.309999, -14.52, -6.913
-2.2, -14.52, -6.95
-2.09, -14.52, -7.008
-1.98, -14.52, -7.074
-1.87, -14.52, -7.139
-1.76, -14.52, -7.199
-1.65, -14.52, -7.228
-1.54, -14.52, -7.287
-1.429999, -14.52, -7.32
-1.32, -14.52, -7.371
-1.21, -14.52, -7.43
-1.099999, -14.52, -7.475
-0.9899998, -14.52, -7.553
-0.8800001, -14.52, -7.614
-0.7699995, -14.52, -7.666
-0.6599998, -14.52, -7.72
-0.5500002, -14.52, -7.773
-0.4399996, -14.52, -7.838
-0.3299999, -14.52, -7.886
-0.2199993, -14.52, -7.937
-0.1099997, -14.52, -7.987
0, -14.52, -8.035001
0.1100006, -14.52, -8.084001
0.2200003, -14.52, -8.143001
0.3299999, -14.52, -8.203
0.4400005, -14.52, -8.252001
0.5500002, -14.52, -8.311001
0.6599998, -14.52, -8.363001
0.7700005, -14.52, -8.413
0.8800001, -14.52, -8.46
0.9899998, -14.52, -8.527
1.1, -14.52, -8.561001
1.210001, -14.52, -8.622001
1.32, -14.52, -8.669001
1.43, -14.52, -8.729
1.540001, -14.52, -8.801001
1.65, -14.52, -8.847
1.76, -14.52, -8.901
1.870001, -14.52, -8.963
1.98, -14.52, -9.013
2.09, -14.52, -9.059
2.200001, -14.52, -9.111
2.309999, -14.52, -9.169001
2.42, -14.52, -9.242001
2.530001, -14.52, -9.305
2.639999, -14.52, -9.341001
2.75, -14.52, -9.405001
2.860001, -14.52, -9.461
2.969999, -14.52, -9.521001
3.08, -14.52, -9.564
3.190001, -14.52, -9.620001
3.300001, -14.52, -9.679001
3.41, -14.52, -9.740001
3.52, -14.52, -9.801001
3.630001, -14.52, -9.851001
3.74, -14.52, -9.917001
3.85, -14.52, -9.968
3.960001, -14.52, -10.024
4.07, -14.52, -10.09
4.18, -14.52, -10.141
4.290001, -14.52, -10.194
4.4, -14.52, -10.256
4.51, -14.52, -10.306
4.620001, -14.52, -10.356
4.73, -14.52, -10.408
4.84, -14.52, -10.461
4.950001, -14.52, -10.517
5.059999, -14.52, -10.58
5.17, -14.52, -10.618
5.280001, -14.52, -10.706
5.389999, -14.52, -10.776
5.5, -14.52, -10.838
5.610001, -14.52, -10.877
5.719999, -14.52, -10.927
5.83, -14.52, -10.981
