xmin=-15,xmax=15
ymin=-22.5,ymax=22.5
zmin=-12.5,zmax=12.5
5.280001, -2.529999, -10.359
5.389999, -2.529999, -10.415
5.5, -2.529999, -10.492
5.610001, -2.529999, -10.532
5.719999, -2.529999, -10.573
5.83, -2.529999, -10.653
5.940001, -2.529999, -10.725
6.049999, -2.529999, -10.779
6.16, -2.529999, -10.841
6.27, -2.529999, -10.896
6.380001, -2.529999, -10.934
6.49, -2.529999, -11.024
6.6, -2.529999, -11.062
6.710001, -2.529999, -11.161
6.82, -2.529999, -11.196
6.93, -2.529999, -11.231
7.040001, -2.529999, -11.299
7.15, -2.529999, -11.379
7.26, -2.529999, -11.441
7.370001, -2.529999, -11.496
7.48, -2.529999, -11.575
7.59, -2.529999, -11.66
7.700001, -2.529999, -11.649
7.809999, -2.529999, -11.687
7.92, -2.529999, -11.74
8.030001, -2.529999, -11.807
8.139999, -2.529999, -11.881
8.25, -2.529999, -11.966
8.360001, -2.529999, -12.034
8.469999, -2.529999, -12.081
8.58, -2.529999, -12.176
8.690001, -2.529999, -12.224
8.799999, -2.529999, -12.267
8.91, -2.529999, -12.317
9.02, -2.529999, -12.387
9.130001, -2.529999, -12.433
-13.42, -2.42, -1.396
-13.31, -2.42, -1.427
-13.2, -2.42, -1.522
-13.09, -2.42, -1.529
-12.98, -2.42, -1.588
-12.87, -2.42, -1.607
-12.76, -2.42, -1.733
-11.99, -2.42, -2.016
-11.88, -2.42, -2.056
-11.77, -2.42, -2.133
-11.66, -2.42, -2.186
-11.55, -2.42, -2.223
-11.44, -2.42, -2.248
-11.33, -2.42, -2.297
-11.22, -2.42, -2.364
-11.11, -2.42, -2.42
-11, -2.42, -2.47
-10.89, -2.42, -2.494
-10.78, -2.42, -2.533
-10.67, -2.42, -2.591
-10.56, -2.42, -2.65
-10.45, -2.42, -2.723
-10.34, -2.42, -2.774
-10.23, -2.42, -2.807
-10.12, -2.42, -2.859
-10.01, -2.42, -2.91
-9.9, -2.42, -2.958
-9.79, -2.42, -3.017
-9.68, -2.42, -3.067
-9.57, -2.42, -3.119
-9.459999, -2.42, -3.167
-9.35, -2.42, -3.214
-9.24, -2.42, -3.26
-9.129999, -2.42, -3.293
-9.02, -2.42, -3.365
-8.91, -2.42, -3.415
-8.799999, -2.42, -3.457
-8.69, -2.42, -3.51
-8.58, -2.42, -3.557
-8.469999, -2.42, -3.608
-8.36, -2.42, -3.659
-8.25, -2.42, -3.732
-8.139999, -2.42, -3.779
-8.03, -2.42, -3.807
-7.92, -2.42, -3.852
-7.81, -2.42, -3.907
-7.7, -2.42, -3.944
-7.59, -2.42, -3.993
-7.48, -2.42, -4.06
-7.37, -2.42, -4.105
-7.26, -2.42, -4.157
-7.15, -2.42, -4.21
-7.04, -2.42, -4.255
-6.929999, -2.42, -4.306
-6.82, -2.42, -4.36
-6.71, -2.42, -4.429
-6.599999, -2.42, -4.474
-6.49, -2.42, -4.516
-6.38, -2.42, -4.575
-6.27, -2.42, -4.654
-6.16, -2.42, -4.69
-6.05, -2.42, -4.725
-5.94, -2.42, -4.81
-5.83, -2.42, -4.848
-5.719999, -2.42, -4.841
-5.61, -2.42, -4.9
-5.5, -2.42, -4.991
-5.389999, -2.42, -5.029
-5.28, -2.42, -5.088
-5.17, -2.42, -5.153
-5.059999, -2.42, -5.209
-4.95, -2.42, -5.267
-4.84, -2.42, -5.322
-4.73, -2.42, -5.347
-4.62, -2.42, -5.382
-4.51, -2.42, -5.447
-4.4, -2.42, -5.498
-4.29, -2.42, -5.574
-4.179999, -2.42, -5.616
-4.07, -2.42, -5.683
-3.96, -2.42, -5.73
-3.849999, -2.42, -5.769
-3.74, -2.42, -5.815
-3.63, -2.42, -5.876
-3.52, -2.42, -5.916
-3.41, -2.42, -5.977
-3.3, -2.42, -6.042
-3.19, -2.42, -6.081
-3.08, -2.42, -6.117
-2.969999, -2.42, -6.19
-2.86, -2.42, -6.237
-2.75, -2.42, -6.282
-2.639999, -2.42, -6.348001
-2.53, -2.42, -6.404
-2.42, -2.42, -6.469
-2.309999, -2.42, -6.515
-2.2, -2.42, -6.562
-2.09, -2.42, -6.611001
-1.98, -2.42, -6.672
-1.87, -2.42, -6.725
-1.76, -2.42, -6.766
-1.65, -2.42, -6.832
-1.54, -2.42, -6.882
-1.429999, -2.42, -6.939
-1.32, -2.42, -6.995
-1.21, -2.42, -7.041
-1.099999, -2.42, -7.093
-0.9899998, -2.42, -7.173
-0.8800001, -2.42, -7.214
-0.7699995, -2.42, -7.28
-0.6599998, -2.42, -7.325
-0.5500002, -2.42, -7.39
-0.4399996, -2.42, -7.433001
-0.3299999, -2.42, -7.489
-0.2199993, -2.42, -7.524
-0.1099997, -2.42, -7.578001
0, -2.42, -7.64
0.1100006, -2.42, -7.704
0.2200003, -2.42, -7.774
0.3299999, -2.42, -7.821001
0.4400005, -2.42, -7.858
0.5500002, -2.42, -7.917
0.6599998, -2.42, -7.975
0.7700005, -2.42, -8.046
0.8800001, -2.42, -8.09
0.9899998, -2.42, -8.154
1.1, -2.42, -8.193001
1.210001, -2.42, -8.267
1.32, -2.42, -8.331
1.43, -2.42, -8.377001
1.540001, -2.42, -8.429001
1.65, -2.42, -8.478001
1.76, -2.42, -8.541
1.870001, -2.42, -8.601001
1.98, -2.42, -8.653001
2.09, -2.42, -8.697001
2.200001, -2.42, -8.748
2.309999, -2.42, -8.815001
2.42, -2.42, -8.872001
2.530001, -2.42, -8.908
2.639999, -2.42, -8.949
2.75, -2.42, -9.025001
2.860001, -2.42, -9.082001
2.969999, -2.42, -9.14
3.08, -2.42, -9.201
3.190001, -2.42, -9.237
3.300001, -2.42, -9.311001
3.41, -2.42, -9.386001
3.52, -2.42, -9.441
3.630001, -2.42, -9.495001
3.74, -2.42, -9.551001
3.85, -2.42, -9.601001
3.960001, -2.42, -9.651
4.07, -2.42, -9.722
4.18, -2.42, -9.766001
4.290001, -2.42, -9.836
4.4, -2.42, -9.910001
4.51, -2.42, -9.954
4.620001, -2.42, -10.01
4.73, -2.42, -10.059
4.84, -2.42, -10.118
4.950001, -2.42, -10.182
5.059999, -2.42, -10.235
5.17, -2.42, -10.29
5.280001, -2.42, -10.352
5.389999, -2.42, -10.421
5.5, -2.42, -10.461
5.610001, -2.42, -10.52
5.719999, -2.42, -10.562
5.83, -2.42, -10.651
5.940001, -2.42, -10.721
6.049999, -2.42, -10.769
6.16, -2.42, -10.839
6.27, -2.42, -10.909
6.380001, -2.42, -10.941
6.49, -2.42, -11.006
6.6, -2.42, -11.065
6.710001, -2.42, -11.172
6.82, -2.42, -11.187
6.93, -2.42, -11.233
7.040001, -2.42, -11.292
7.15, -2.42, -11.355
7.26, -2.42, -11.415
7.370001, -2.42, -11.479
7.48, -2.42, -11.558
7.59, -2.42, -11.641
7.700001, -2.42, -11.644
7.809999, -2.42, -11.687
7.92, -2.42, -11.77
8.030001, -2.42, -11.847
8.139999, -2.42, -11.893
8.25, -2.42, -11.954
8.360001, -2.42, -12.025
8.469999, -2.42, -12.07
8.58, -2.42, -12.108
8.690001, -2.42, -12.136
8.799999, -2.42, -12.235
8.91, -2.42, -12.299
9.02, -2.42, -12.355
9.130001, -2.42, -12.432
-13.42, -2.309999, -1.402
-13.31, -2.309999, -1.448
-13.2, -2.309999, -1.494
-13.09, -2.309999, -1.527
-12.98, -2.309999, -1.566
-12.87, -2.309999, -1.626
-11.99, -2.309999, -1.998
-11.88, -2.309999, -2.058
-11.77, -2.309999, -2.137
-11.66, -2.309999, -2.198
-11.55, -2.309999, -2.229
-11.44, -2.309999, -2.261
-11.33, -2.309999, -2.302
-11.22, -2.309999, -2.365
-11.11, -2.309999, -2.42
-11, -2.309999, -2.456
-10.89, -2.309999, -2.515
-10.78, -2.309999, -2.57
-10.67, -2.309999, -2.615
-10.56, -2.309999, -2.661
-10.45, -2.309999, -2.724
-10.34, -2.309999, -2.771
-10.23, -2.309999, -2.809
-10.12, -2.309999, -2.858
-10.01, -2.309999, -2.919
-9.9, -2.309999, -2.964
-9.79, -2.309999, -3.011
-9.68, -2.309999, -3.066
-9.57, -2.309999, -3.105
-9.459999, -2.309999, -3.139
-9.35, -2.309999, -3.209
-9.24, -2.309999, -3.262
-9.129999, -2.309999, -3.307
-9.02, -2.309999, -3.358
-8.91, -2.309999, -3.397
-8.799999, -2.309999, -3.453
-8.69, -2.309999, -3.505
-8.58, -2.309999, -3.544
-8.469999, -2.309999, -3.598
-8.36, -2.309999, -3.664
-8.25, -2.309999, -3.713
-8.139999, -2.309999, -3.765
-8.03, -2.309999, -3.798
-7.92, -2.309999, -3.864
-7.81, -2.309999, -3.915
-7.7, -2.309999, -3.961
-7.59, -2.309999, -4.018
-7.48, -2.309999, -4.065
-7.37, -2.309999, -4.119
-7.26, -2.309999, -4.169
-7.15, -2.309999, -4.214
-7.04, -2.309999, -4.262
-6.929999, -2.309999, -4.31
-6.82, -2.309999, -4.36
-6.71, -2.309999, -4.413
-6.599999, -2.309999, -4.467
-6.49, -2.309999, -4.529
-6.38, -2.309999, -4.574
-6.27, -2.309999, -4.614
-6.16, -2.309999, -4.652
-6.05, -2.309999, -4.706
-5.94, -2.309999, -4.771
-5.83, -2.309999, -4.833
-5.719999, -2.309999, -4.886
-5.61, -2.309999, -4.921
-5.5, -2.309999, -4.965
-5.389999, -2.309999, -5.009
-5.28, -2.309999, -5.082
-5.17, -2.309999, -5.148
-5.059999, -2.309999, -5.188
-4.95, -2.309999, -5.246
-4.84, -2.309999, -5.288
-4.73, -2.309999, -5.341
-4.62, -2.309999, -5.413
-4.51, -2.309999, -5.441
-4.4, -2.309999, -5.503
-4.29, -2.309999, -5.531
-4.179999, -2.309999, -5.621
-4.07, -2.309999, -5.674
-3.96, -2.309999, -5.707
-3.849999, -2.309999, -5.77
-3.74, -2.309999, -5.822001
-3.63, -2.309999, -5.867
-3.52, -2.309999, -5.892
-3.41, -2.309999, -5.968
-3.3, -2.309999, -6.012
-3.19, -2.309999, -6.06
-3.08, -2.309999, -6.126
-2.969999, -2.309999, -6.156
-2.86, -2.309999, -6.224
-2.75, -2.309999, -6.294
-2.639999, -2.309999, -6.347
-2.53, -2.309999, -6.408
-2.42, -2.309999, -6.465
-2.309999, -2.309999, -6.503
-2.2, -2.309999, -6.555
-2.09, -2.309999, -6.62
-1.98, -2.309999, -6.669
-1.87, -2.309999, -6.715
-1.76, -2.309999, -6.776
-1.65, -2.309999, -6.839
-1.54, -2.309999, -6.89
-1.429999, -2.309999, -6.944
-1.32, -2.309999, -7.005
-1.21, -2.309999, -7.042
-1.099999, -2.309999, -7.098001
-0.9899998, -2.309999, -7.156
-0.8800001, -2.309999, -7.197001
-0.7699995, -2.309999, -7.253
-0.6599998, -2.309999, -7.32
-0.5500002, -2.309999, -7.393
-0.4399996, -2.309999, -7.442
-0.3299999, -2.309999, -7.5
-0.2199993, -2.309999, -7.54
-0.1099997, -2.309999, -7.576
0, -2.309999, -7.635
0.1100006, -2.309999, -7.695
0.2200003, -2.309999, -7.756001
0.3299999, -2.309999, -7.807
0.4400005, -2.309999, -7.856
0.5500002, -2.309999, -7.919
0.6599998, -2.309999, -7.977
0.7700005, -2.309999, -8.045
0.8800001, -2.309999, -8.076
0.9899998, -2.309999, -8.145
1.1, -2.309999, -8.191
1.210001, -2.309999, -8.258
1.32, -2.309999, -8.318001
1.43, -2.309999, -8.379001
1.540001, -2.309999, -8.426001
1.65, -2.309999, -8.478001
1.76, -2.309999, -8.523001
1.870001, -2.309999, -8.581
1.98, -2.309999, -8.641001
2.09, -2.309999, -8.698
2.200001, -2.309999, -8.757
2.309999, -2.309999, -8.812
2.42, -2.309999, -8.864
2.530001, -2.309999, -8.908
2.639999, -2.309999, -8.942
2.75, -2.309999, -9.044001
2.860001, -2.309999, -9.105
2.969999, -2.309999, -9.131001
3.08, -2.309999, -9.198001
3.190001, -2.309999, -9.240001
3.300001, -2.309999, -9.302
3.41, -2.309999, -9.376
3.52, -2.309999, -9.445001
3.630001, -2.309999, -9.502001
3.74, -2.309999, -9.553
3.85, -2.309999, -9.602
3.960001, -2.309999, -9.645
4.07, -2.309999, -9.731001
4.18, -2.309999, -9.775001
4.290001, -2.309999, -9.84
4.4, -2.309999, -9.891001
4.51, -2.309999, -9.951
4.620001, -2.309999, -10.011
4.73, -2.309999, -10.066
4.84, -2.309999, -10.139
4.950001, -2.309999, -10.195
5.059999, -2.309999, -10.235
5.17, -2.309999, -10.301
5.280001, -2.309999, -10.339
5.389999, -2.309999, -10.419
5.5, -2.309999, -10.476
5.610001, -2.309999, -10.532
5.719999, -2.309999, -10.576
5.83, -2.309999, -10.66
5.940001, -2.309999, -10.718
6.049999, -2.309999, -10.759
6.16, -2.309999, -10.823
6.27, -2.309999, -10.899
6.380001, -2.309999, -10.949
6.49, -2.309999, -10.992
6.6, -2.309999, -11.068
6.710001, -2.309999, -11.182
6.82, -2.309999, -11.184
6.93, -2.309999, -11.237
7.040001, -2.309999, -11.299
7.15, -2.309999, -11.361
7.26, -2.309999, -11.422
7.370001, -2.309999, -11.472
7.48, -2.309999, -11.515
7.59, -2.309999, -11.592
7.700001, -2.309999, -11.619
7.809999, -2.309999, -11.707
7.92, -2.309999, -11.795
8.030001, -2.309999, -11.855
8.139999, -2.309999, -11.903
8.25, -2.309999, -11.966
8.360001, -2.309999, -12.034
8.469999, -2.309999, -12.09
8.58, -2.309999, -12.142
8.690001, -2.309999, -12.172
8.799999, -2.309999, -12.21
8.91, -2.309999, -12.262
9.02, -2.309999, -12.349
-13.53, -2.199999, -1.36
-13.42, -2.199999, -1.421
-13.31, -2.199999, -1.451
-13.2, -2.199999, -1.501
-13.09, -2.199999, -1.511
-12.98, -2.199999, -1.569
-12.1, -2.199999, -1.956
-11.99, -2.199999, -2.015
-11.88, -2.199999, -2.072
-11.77, -2.199999, -2.114
-11.66, -2.199999, -2.182
-11.55, -2.199999, -2.232
-11.44, -2.199999, -2.282
-11.33, -2.199999, -2.315
-11.22, -2.199999, -2.358
-11.11, -2.199999, -2.415
-11, -2.199999, -2.458
-10.89, -2.199999, -2.513
-10.78, -2.199999, -2.565
-10.67, -2.199999, -2.608
-10.56, -2.199999, -2.67
-10.45, -2.199999, -2.725
-10.34, -2.199999, -2.766
-10.23, -2.199999, -2.8
-10.12, -2.199999, -2.85
-10.01, -2.199999, -2.904
-9.9, -2.199999, -2.953
-9.79, -2.199999, -3.001
-9.68, -2.199999, -3.043
-9.57, -2.199999, -3.093
-9.459999, -2.199999, -3.139
-9.35, -2.199999, -3.204
-9.24, -2.199999, -3.258
-9.129999, -2.199999, -3.304
-9.02, -2.199999, -3.35
-8.91, -2.199999, -3.402
-8.799999, -2.199999, -3.465
-8.69, -2.199999, -3.508
-8.58, -2.199999, -3.552
-8.469999, -2.199999, -3.596
-8.36, -2.199999, -3.644
-8.25, -2.199999, -3.694
-8.139999, -2.199999, -3.747
-8.03, -2.199999, -3.797
-7.92, -2.199999, -3.866
-7.81, -2.199999, -3.926
-7.7, -2.199999, -3.973
-7.59, -2.199999, -4.028
-7.48, -2.199999, -4.062
-7.37, -2.199999, -4.109
-7.26, -2.199999, -4.176
-7.15, -2.199999, -4.223
-7.04, -2.199999, -4.259
-6.929999, -2.199999, -4.31
-6.82, -2.199999, -4.359
-6.71, -2.199999, -4.422
-6.599999, -2.199999, -4.48
-6.49, -2.199999, -4.52
-6.38, -2.199999, -4.574
-6.27, -2.199999, -4.61
-6.16, -2.199999, -4.652
-6.05, -2.199999, -4.725
-5.94, -2.199999, -4.795
-5.83, -2.199999, -4.842
-5.719999, -2.199999, -4.887
-5.61, -2.199999, -4.946
-5.5, -2.199999, -4.986
-5.389999, -2.199999, -5.027
-5.28, -2.199999, -5.089
-5.17, -2.199999, -5.147
-5.059999, -2.199999, -5.172
-4.95, -2.199999, -5.226
-4.84, -2.199999, -5.295
-4.73, -2.199999, -5.358
-4.62, -2.199999, -5.396
-4.51, -2.199999, -5.441
-4.4, -2.199999, -5.511
-4.29, -2.199999, -5.537
-4.179999, -2.199999, -5.583
-4.07, -2.199999, -5.631
-3.96, -2.199999, -5.679
-3.849999, -2.199999, -5.739
-3.74, -2.199999, -5.816
-3.63, -2.199999, -5.841
-3.52, -2.199999, -5.918
-3.41, -2.199999, -5.936
-3.3, -2.199999, -6.011
-3.19, -2.199999, -6.056
-3.08, -2.199999, -6.137
-2.969999, -2.199999, -6.182
-2.86, -2.199999, -6.239
-2.75, -2.199999, -6.307
-2.639999, -2.199999, -6.363
-2.53, -2.199999, -6.393
-2.42, -2.199999, -6.456
-2.309999, -2.199999, -6.512
-2.2, -2.199999, -6.555
-2.09, -2.199999, -6.609
-1.98, -2.199999, -6.682
-1.87, -2.199999, -6.746
-1.76, -2.199999, -6.786
-1.65, -2.199999, -6.838
-1.54, -2.199999, -6.895
-1.429999, -2.199999, -6.939
-1.32, -2.199999, -6.985
-1.21, -2.199999, -7.048
-1.099999, -2.199999, -7.097
-0.9899998, -2.199999, -7.147
-0.8800001, -2.199999, -7.186
-0.7699995, -2.199999, -7.232
-0.6599998, -2.199999, -7.311
-0.5500002, -2.199999, -7.38
-0.4399996, -2.199999, -7.433001
-0.3299999, -2.199999, -7.488
-0.2199993, -2.199999, -7.541
-0.1099997, -2.199999, -7.565001
0, -2.199999, -7.629
0.1100006, -2.199999, -7.701
0.2200003, -2.199999, -7.756001
0.3299999, -2.199999, -7.808001
0.4400005, -2.199999, -7.855
0.5500002, -2.199999, -7.905
0.6599998, -2.199999, -7.962
0.7700005, -2.199999, -8.025001
0.8800001, -2.199999, -8.083
0.9899998, -2.199999, -8.143001
1.1, -2.199999, -8.179001
1.210001, -2.199999, -8.217
1.32, -2.199999, -8.3
1.43, -2.199999, -8.356
1.540001, -2.199999, -8.410001
1.65, -2.199999, -8.496
1.76, -2.199999, -8.544001
1.870001, -2.199999, -8.577001
1.98, -2.199999, -8.637
2.09, -2.199999, -8.709001
2.200001, -2.199999, -8.77
2.309999, -2.199999, -8.809
2.42, -2.199999, -8.851001
2.530001, -2.199999, -8.915
2.639999, -2.199999, -8.968
2.75, -2.199999, -9.065001
2.860001, -2.199999, -9.111
2.969999, -2.199999, -9.146001
3.08, -2.199999, -9.202001
3.190001, -2.199999, -9.255
3.300001, -2.199999, -9.304001
3.41, -2.199999, -9.370001
3.52, -2.199999, -9.436001
3.630001, -2.199999, -9.491
3.74, -2.199999, -9.549001
3.85, -2.199999, -9.606001
3.960001, -2.199999, -9.660001
4.07, -2.199999, -9.733001
4.18, -2.199999, -9.77
4.290001, -2.199999, -9.831
4.4, -2.199999, -9.879001
4.51, -2.199999, -9.96
4.620001, -2.199999, -10.02
4.73, -2.199999, -10.078
4.84, -2.199999, -10.152
4.950001, -2.199999, -10.203
5.059999, -2.199999, -10.243
5.17, -2.199999, -10.308
5.280001, -2.199999, -10.339
5.389999, -2.199999, -10.422
5.5, -2.199999, -10.507
5.610001, -2.199999, -10.549
5.719999, -2.199999, -10.595
5.83, -2.199999, -10.67
5.940001, -2.199999, -10.718
6.049999, -2.199999, -10.757
6.16, -2.199999, -10.813
6.27, -2.199999, -10.881
6.380001, -2.199999, -10.947
6.49, -2.199999, -10.995
6.6, -2.199999, -11.077
6.710001, -2.199999, -11.173
6.82, -2.199999, -11.189
6.93, -2.199999, -11.244
7.040001, -2.199999, -11.304
7.15, -2.199999, -11.365
7.26, -2.199999, -11.42
7.370001, -2.199999, -11.465
7.48, -2.199999, -11.516
7.59, -2.199999, -11.565
7.700001, -2.199999, -11.617
7.809999, -2.199999, -11.714
7.92, -2.199999, -11.807
8.030001, -2.199999, -11.84
8.139999, -2.199999, -11.882
8.25, -2.199999, -11.948
8.360001, -2.199999, -12.02
8.469999, -2.199999, -12.089
8.58, -2.199999, -12.144
8.690001, -2.199999, -12.181
8.799999, -2.199999, -12.206
8.91, -2.199999, -12.265
9.02, -2.199999, -12.348
-13.53, -2.09, -1.33
-13.42, -2.09, -1.394
-13.31, -2.09, -1.436
-13.2, -2.09, -1.477
-13.09, -2.09, -1.515
-12.98, -2.09, -1.575
-12.21, -2.09, -1.918
-12.1, -2.09, -1.96
-11.99, -2.09, -1.984
-11.88, -2.09, -2.045
-11.77, -2.09, -2.103
-11.66, -2.09, -2.171
-11.55, -2.09, -2.227
-11.44, -2.09, -2.269
-11.33, -2.09, -2.306
-11.22, -2.09, -2.355
-11.11, -2.09, -2.408
-11, -2.09, -2.454
-10.89, -2.09, -2.504
-10.78, -2.09, -2.554
-10.67, -2.09, -2.607
-10.56, -2.09, -2.667
-10.45, -2.09, -2.723
-10.34, -2.09, -2.766
-10.23, -2.09, -2.799
-10.12, -2.09, -2.846
-10.01, -2.09, -2.897
-9.9, -2.09, -2.95
-9.79, -2.09, -2.998
-9.68, -2.09, -3.046
-9.57, -2.09, -3.093
-9.459999, -2.09, -3.14
-9.35, -2.09, -3.193
-9.24, -2.09, -3.258
-9.129999, -2.09, -3.314
-9.02, -2.09, -3.358
-8.91, -2.09, -3.403
-8.799999, -2.09, -3.462
-8.69, -2.09, -3.516
-8.58, -2.09, -3.556
-8.469999, -2.09, -3.608
-8.36, -2.09, -3.641
-8.25, -2.09, -3.694
-8.139999, -2.09, -3.758
-8.03, -2.09, -3.809
-7.92, -2.09, -3.858
-7.81, -2.09, -3.917
-7.7, -2.09, -3.973
-7.59, -2.09, -4.022
-7.48, -2.09, -4.058
-7.37, -2.09, -4.103
-7.26, -2.09, -4.173
-7.15, -2.09, -4.219
-7.04, -2.09, -4.243
-6.929999, -2.09, -4.298
-6.82, -2.09, -4.367
-6.71, -2.09, -4.424
-6.599999, -2.09, -4.474
-6.49, -2.09, -4.518
-6.38, -2.09, -4.571
-6.27, -2.09, -4.631
-6.16, -2.09, -4.671
-6.05, -2.09, -4.717
-5.94, -2.09, -4.779
-5.83, -2.09, -4.82
-5.719999, -2.09, -4.867
-5.61, -2.09, -4.927
-5.5, -2.09, -4.952
-5.389999, -2.09, -4.995
-5.28, -2.09, -5.071
-5.17, -2.09, -5.133
-5.059999, -2.09, -5.192
-4.95, -2.09, -5.25
-4.84, -2.09, -5.301
-4.73, -2.09, -5.368
-4.62, -2.09, -5.409
-4.51, -2.09, -5.463
-4.4, -2.09, -5.519
-4.29, -2.09, -5.561
-4.179999, -2.09, -5.602
-4.07, -2.09, -5.656
-3.96, -2.09, -5.685
-3.849999, -2.09, -5.735
-3.74, -2.09, -5.802
-3.63, -2.09, -5.849
-3.52, -2.09, -5.913
-3.41, -2.09, -5.960001
-3.3, -2.09, -6.023
-3.19, -2.09, -6.06
-3.08, -2.09, -6.126
-2.969999, -2.09, -6.173
-2.86, -2.09, -6.234
-2.75, -2.09, -6.287
-2.639999, -2.09, -6.34
-2.53, -2.09, -6.402
-2.42, -2.09, -6.454
-2.309999, -2.09, -6.506001
-2.2, -2.09, -6.556
-2.09, -2.09, -6.604
-1.98, -2.09, -6.664001
-1.87, -2.09, -6.724
-1.76, -2.09, -6.776
-1.65, -2.09, -6.836
-1.54, -2.09, -6.886
-1.429999, -2.09, -6.931
-1.32, -2.09, -6.995
-1.21, -2.09, -7.041
-1.099999, -2.09, -7.1
-0.9899998, -2.09, -7.18
-0.8800001, -2.09, -7.219
-0.7699995, -2.09, -7.257
-0.6599998, -2.09, -7.311
-0.5500002, -2.09, -7.364
-0.4399996, -2.09, -7.416
-0.3299999, -2.09, -7.458
-0.2199993, -2.09, -7.526
-0.1099997, -2.09, -7.589
0, -2.09, -7.643
0.1100006, -2.09, -7.678
0.2200003, -2.09, -7.735
0.3299999, -2.09, -7.8
0.4400005, -2.09, -7.846
0.5500002, -2.09, -7.903
0.6599998, -2.09, -7.954
0.7700005, -2.09, -8.008
0.8800001, -2.09, -8.09
0.9899998, -2.09, -8.126
1.1, -2.09, -8.192
1.210001, -2.09, -8.249001
1.32, -2.09, -8.29
1.43, -2.09, -8.358001
1.540001, -2.09, -8.397
1.870001, -2.09, -8.684
2.42, -2.09, -8.836
2.530001, -2.09, -8.922001
2.639999, -2.09, -8.977
2.75, -2.09, -9.043
2.860001, -2.09, -9.095
2.969999, -2.09, -9.110001
3.08, -2.09, -9.191
3.190001, -2.09, -9.252001
3.300001, -2.09, -9.293
3.41, -2.09, -9.374001
3.52, -2.09, -9.444
3.630001, -2.09, -9.491
3.74, -2.09, -9.532001
3.85, -2.09, -9.568001
3.960001, -2.09, -9.636001
4.07, -2.09, -9.721001
4.18, -2.09, -9.77
4.290001, -2.09, -9.824
4.4, -2.09, -9.882001
4.51, -2.09, -9.925
4.620001, -2.09, -9.994
4.73, -2.09, -10.061
4.84, -2.09, -10.124
4.950001, -2.09, -10.189
5.059999, -2.09, -10.249
5.17, -2.09, -10.298
5.280001, -2.09, -10.361
5.389999, -2.09, -10.435
5.5, -2.09, -10.478
5.610001, -2.09, -10.525
5.719999, -2.09, -10.587
5.83, -2.09, -10.667
5.940001, -2.09, -10.712
6.049999, -2.09, -10.761
6.16, -2.09, -10.817
6.27, -2.09, -10.872
6.380001, -2.09, -10.938
6.49, -2.09, -10.989
6.6, -2.09, -11.085
6.710001, -2.09, -11.14
6.82, -2.09, -11.193
6.93, -2.09, -11.257
7.040001, -2.09, -11.295
7.15, -2.09, -11.345
7.26, -2.09, -11.397
7.370001, -2.09, -11.459
7.48, -2.09, -11.545
7.59, -2.09, -11.589
7.700001, -2.09, -11.646
7.809999, -2.09, -11.708
7.92, -2.09, -11.805
8.030001, -2.09, -11.828
8.139999, -2.09, -11.862
8.25, -2.09, -11.926
8.360001, -2.09, -12.001
8.469999, -2.09, -12.07
8.58, -2.09, -12.111
8.690001, -2.09, -12.153
8.799999, -2.09, -12.226
8.91, -2.09, -12.323
9.02, -2.09, -12.357
9.130001, -2.09, -12.391
-13.64, -1.98, -1.308
-13.53, -1.98, -1.329
-13.42, -1.98, -1.375
-13.31, -1.98, -1.422
-13.2, -1.98, -1.458
-13.09, -1.98, -1.524
-12.21, -1.98, -1.916
-12.1, -1.98, -1.964
-11.99, -1.98, -1.983
-11.88, -1.98, -2.04
-11.77, -1.98, -2.102
-11.66, -1.98, -2.162
-11.55, -1.98, -2.218
-11.44, -1.98, -2.25
-11.33, -1.98, -2.298
-11.22, -1.98, -2.358
-11.11, -1.98, -2.402
-11, -1.98, -2.446
-10.89, -1.98, -2.5
-10.78, -1.98, -2.553
-10.67, -1.98, -2.605
-10.56, -1.98, -2.654
-10.45, -1.98, -2.708
-10.34, -1.98, -2.754
-10.23, -1.98, -2.8
-10.12, -1.98, -2.852
-10.01, -1.98, -2.906
-9.9, -1.98, -2.958
-9.79, -1.98, -3.003
-9.68, -1.98, -3.048
-9.57, -1.98, -3.091
-9.459999, -1.98, -3.147
-9.35, -1.98, -3.204
-9.24, -1.98, -3.259
-9.129999, -1.98, -3.313
-9.02, -1.98, -3.353
-8.91, -1.98, -3.394
-8.799999, -1.98, -3.452
-8.69, -1.98, -3.507
-8.58, -1.98, -3.551
-8.469999, -1.98, -3.602
-8.36, -1.98, -3.639
-8.25, -1.98, -3.691
-8.139999, -1.98, -3.757
-8.03, -1.98, -3.802
-7.92, -1.98, -3.849
-7.81, -1.98, -3.898
-7.7, -1.98, -3.96
-7.59, -1.98, -4.009
-7.48, -1.98, -4.053
-7.37, -1.98, -4.099
-7.26, -1.98, -4.159
-7.15, -1.98, -4.214
-7.04, -1.98, -4.248
-6.929999, -1.98, -4.293
-6.82, -1.98, -4.362
-6.71, -1.98, -4.418
-6.599999, -1.98, -4.471
-6.49, -1.98, -4.518
-6.38, -1.98, -4.563
-6.27, -1.98, -4.634
-6.16, -1.98, -4.683
-6.05, -1.98, -4.726
-5.94, -1.98, -4.783
-5.83, -1.98, -4.827
-5.719999, -1.98, -4.877
-5.61, -1.98, -4.927
-5.5, -1.98, -4.96
